OrderID,CompanyName,OrderDate
10713,"Save-a-lot Markets",1997-10-22
10714,"Save-a-lot Markets",1997-10-22
10722,"Save-a-lot Markets",1997-10-29
10748,"Save-a-lot Markets",1997-11-20
10757,"Save-a-lot Markets",1997-11-27
10815,"Save-a-lot Markets",1998-01-05
10847,"Save-a-lot Markets",1998-01-22
10882,"Save-a-lot Markets",1998-02-11
10894,"Save-a-lot Markets",1998-02-18
10941,"Save-a-lot Markets",1998-03-11
10983,"Save-a-lot Markets",1998-03-27
10984,"Save-a-lot Markets",1998-03-30
11002,"Save-a-lot Markets",1998-04-06
11030,"Save-a-lot Markets",1998-04-17
11031,"Save-a-lot Markets",1998-04-17
11064,"Save-a-lot Markets",1998-05-01
10359,"Seven Seas Imports",1996-11-21
10377,"Seven Seas Imports",1996-12-09
10388,"Seven Seas Imports",1996-12-19
10472,"Seven Seas Imports",1997-03-12
10523,"Seven Seas Imports",1997-05-01
10547,"Seven Seas Imports",1997-05-23
10800,"Seven Seas Imports",1997-12-26
10804,"Seven Seas Imports",1997-12-30
10869,"Seven Seas Imports",1998-02-04
10341,"Simons bistro",1996-10-29
10417,"Simons bistro",1997-01-16
10556,"Simons bistro",1997-06-03
10642,"Simons bistro",1997-08-22
10669,"Simons bistro",1997-09-15
10802,"Simons bistro",1997-12-29
11074,"Simons bistro",1998-05-06
10738,"Spcialits du monde",1997-11-12
10907,"Spcialits du monde",1998-02-25
10964,"Spcialits du monde",1998-03-20
11043,"Spcialits du monde",1998-04-22
10271,"Split Rail Beer & Ale",1996-08-01
10329,"Split Rail Beer & Ale",1996-10-15
10349,"Split Rail Beer & Ale",1996-11-08
10369,"Split Rail Beer & Ale",1996-12-02
10385,"Split Rail Beer & Ale",1996-12-17
10432,"Split Rail Beer & Ale",1997-01-31
10756,"Split Rail Beer & Ale",1997-11-27
10821,"Split Rail Beer & Ale",1998-01-08
10974,"Split Rail Beer & Ale",1998-03-25
10252,"Suprmes dlices",1996-07-09
10302,"Suprmes dlices",1996-09-10
10458,"Suprmes dlices",1997-02-26
10463,"Suprmes dlices",1997-03-04
10475,"Suprmes dlices",1997-03-14
10767,"Suprmes dlices",1997-12-05
10841,"Suprmes dlices",1998-01-20
10846,"Suprmes dlices",1998-01-22
10885,"Suprmes dlices",1998-02-12
10930,"Suprmes dlices",1998-03-06
11035,"Suprmes dlices",1998-04-20
11038,"Suprmes dlices",1998-04-21
10310,"The Big Cheese",1996-09-20
10708,"The Big Cheese",1997-10-17
10805,"The Big Cheese",1997-12-30
10992,"The Big Cheese",1998-04-01
10624,"The Cracker Box",1997-08-07
10775,"The Cracker Box",1997-12-12
11003,"The Cracker Box",1998-04-06
10249,"Toms Spezialitten",1996-07-05
10438,"Toms Spezialitten",1997-02-06
10446,"Toms Spezialitten",1997-02-14
10548,"Toms Spezialitten",1997-05-26
10608,"Toms Spezialitten",1997-07-23
10967,"Toms Spezialitten",1998-03-23
10276,"Tortuga Restaurante",1996-08-08
10293,"Tortuga Restaurante",1996-08-29
10304,"Tortuga Restaurante",1996-09-12
10319,"Tortuga Restaurante",1996-10-02
10518,"Tortuga Restaurante",1997-04-25
10576,"Tortuga Restaurante",1997-06-23
10676,"Tortuga Restaurante",1997-09-22
10842,"Tortuga Restaurante",1998-01-20
10915,"Tortuga Restaurante",1998-02-27
11069,"Tortuga Restaurante",1998-05-04
10292,"Tradio Hipermercados",1996-08-28
10496,"Tradio Hipermercados",1997-04-04
10606,"Tradio Hipermercados",1997-07-22
10830,"Tradio Hipermercados",1998-01-13
10834,"Tradio Hipermercados",1998-01-15
10839,"Tradio Hipermercados",1998-01-19
10574,"Trail's Head Gourmet Provisioners",1997-06-19
10577,"Trail's Head Gourmet Provisioners",1997-06-23
10822,"Trail's Head Gourmet Provisioners",1998-01-08
10367,Vaffeljernet,1996-11-28
10399,Vaffeljernet,1996-12-31
10465,Vaffeljernet,1997-03-05
10591,Vaffeljernet,1997-07-07
10602,Vaffeljernet,1997-07-17
10688,Vaffeljernet,1997-10-01
10744,Vaffeljernet,1997-11-17
10769,Vaffeljernet,1997-12-08
10921,Vaffeljernet,1998-03-03
10946,Vaffeljernet,1998-03-12
10994,Vaffeljernet,1998-04-02
10251,"Victuailles en stock",1996-07-08
10334,"Victuailles en stock",1996-10-21
10450,"Victuailles en stock",1997-02-19
10459,"Victuailles en stock",1997-02-27
10478,"Victuailles en stock",1997-03-18
10546,"Victuailles en stock",1997-05-23
10806,"Victuailles en stock",1997-12-31
10814,"Victuailles en stock",1998-01-05
10843,"Victuailles en stock",1998-01-21
10850,"Victuailles en stock",1998-01-23
10248,"Vins et alcools Chevalier",1996-07-04
10274,"Vins et alcools Chevalier",1996-08-06
10295,"Vins et alcools Chevalier",1996-09-02
10737,"Vins et alcools Chevalier",1997-11-11
10739,"Vins et alcools Chevalier",1997-11-12
10301,"Die Wandernde Kuh",1996-09-09
10312,"Die Wandernde Kuh",1996-09-23
10348,"Die Wandernde Kuh",1996-11-07
10356,"Die Wandernde Kuh",1996-11-18
10513,"Die Wandernde Kuh",1997-04-22
10632,"Die Wandernde Kuh",1997-08-14
10640,"Die Wandernde Kuh",1997-08-21
10651,"Die Wandernde Kuh",1997-09-01
10668,"Die Wandernde Kuh",1997-09-15
11046,"Die Wandernde Kuh",1998-04-23
10266,"Wartian Herkku",1996-07-26
10270,"Wartian Herkku",1996-08-01
10320,"Wartian Herkku",1996-10-03
10333,"Wartian Herkku",1996-10-18
10412,"Wartian Herkku",1997-01-13
10416,"Wartian Herkku",1997-01-16
10437,"Wartian Herkku",1997-02-05
10455,"Wartian Herkku",1997-02-24
10526,"Wartian Herkku",1997-05-05
10553,"Wartian Herkku",1997-05-30
10583,"Wartian Herkku",1997-06-30
10636,"Wartian Herkku",1997-08-19
10750,"Wartian Herkku",1997-11-21
10781,"Wartian Herkku",1997-12-17
11025,"Wartian Herkku",1998-04-15
10256,"Wellington Importadora",1996-07-15
10420,"Wellington Importadora",1997-01-21
10585,"Wellington Importadora",1997-07-01
10644,"Wellington Importadora",1997-08-25
10803,"Wellington Importadora",1997-12-30
10809,"Wellington Importadora",1998-01-01
10900,"Wellington Importadora",1998-02-20
10905,"Wellington Importadora",1998-02-24
10935,"Wellington Importadora",1998-03-09
10269,"White Clover Markets",1996-07-31
10344,"White Clover Markets",1996-11-01
10469,"White Clover Markets",1997-03-10
10483,"White Clover Markets",1997-03-24
10504,"White Clover Markets",1997-04-11
10596,"White Clover Markets",1997-07-11
10693,"White Clover Markets",1997-10-06
10696,"White Clover Markets",1997-10-08
10723,"White Clover Markets",1997-10-30
10740,"White Clover Markets",1997-11-13
10861,"White Clover Markets",1998-01-30
10904,"White Clover Markets",1998-02-24
11032,"White Clover Markets",1998-04-17
11066,"White Clover Markets",1998-05-01
10615,"Wilman Kala",1997-07-30
10673,"Wilman Kala",1997-09-18
10695,"Wilman Kala",1997-10-07
10873,"Wilman Kala",1998-02-06
10879,"Wilman Kala",1998-02-10
10910,"Wilman Kala",1998-02-26
11005,"Wilman Kala",1998-04-07
10374,"Wolski  Zajazd",1996-12-05
10611,"Wolski  Zajazd",1997-07-25
10792,"Wolski  Zajazd",1997-12-23
10870,"Wolski  Zajazd",1998-02-04
10906,"Wolski  Zajazd",1998-02-25
10998,"Wolski  Zajazd",1998-04-03
11044,"Wolski  Zajazd",1998-04-23
